Date,Close
2021-03-22,12.850000
2021-03-23,12.210000
2021-03-24,12.140000
2021-03-25,12.320000
2021-03-26,12.300000
2021-03-29,12.150000
2021-03-30,12.460000
2021-03-31,12.250000
2021-04-01,12.170000
2021-04-05,12.700000
2021-04-06,12.920000
2021-04-07,12.730000
2021-04-08,12.510000
2021-04-09,12.510000
2021-04-12,12.380000
2021-04-13,12.200000
2021-04-14,12.240000
2021-04-15,12.240000
2021-04-16,12.230000
2021-04-19,12.110000
